Series ID,State,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
SMU29000000000000001,Missouri,838.7,866.6,975,"1,053.1","1,104.1","1,071.7","1,058.8","1,085.9","1,141.3","1,167.4","1,147.6","1,190.2","1,262.5","1,294.1",1314,"1,272.7","1,292.1","1,319.7","1,327.9","1,303.6","1,338.6","1,350.1","1,332.5","1,357.3","1,383.6","1,418.4","1,478.3","1,554.2","1,595.6","1,631.3","1,672.2","1,668.1","1,660.9","1,700.1","1,770.8","1,789.3","1,740.6","1,797.8","1,861.9","1,953.2","2,011.2","1,969.8","1,956.5","1,922.5",1937,"2,032.7","2,094.7","2,142.6","2,197.8","2,258.9",2315,2345,"2,309.1","2,333.7","2,394.3","2,470.6",2521,"2,567.6","2,639.5","2,684.3",2727,2749,2731,"2,699.8","2,681.7",2696,"2,737.3","2,776.7","2,797.8","2,793.2","2,689.7","2,658.4","2,666.7",2690,"2,729.8"
SMU30000000000000001,Montana,108.1,113.6,118.5,119.2,116.5,115.5,115.4,125.6,136.8,143.7,145.4,147.2,149.2,153.4,154.7,155.5,160.3,166.5,162.8,160.5,163.2,165,165.2,169.8,172.7,174.3,179.3,184.7,188,192.6,195.6,199.1,204.8,215.4,224.2,234,238.2,251.1,264.9,280.4,283.9,280.4,281.9,273.7,276,281.1,279.1,275.4,274.1,282.9,291,297.3,303.7,316.6,325.7,340.4,351.6,361.8,367,375.7,383.5,391.2,391.4,395.7,400.3,410.8,420.3,434.1,444.1,444.8,428.9,428.1,431.1,440.3,448.8
SMU31000000000000001,Nebraska,223.6,223.5,237.7,271.1,289.7,289.8,287.4,283,304.4,316.6,314.9,322.3,336.9,347.7,352.3,351.7,358.2,360,359.3,360.1,372.4,384.4,390.5,396.4,401.9,408.9,418.7,434.2,449.3,458.9,474.4,484.3,490.9,517,541.3,562.1,557.8,572.1,593.7,610.1,631.2,627.6,623.2,609.8,610.8,635.4,650.5,652.5,667.2,688.1,708,731,740.8,752.3,769.6,799.1,820.3,839,858,879.9,896.1,913.1,919.5,911,913.7,921.3,934,945.5,961.7,969.5,949.3,945.1,952.6,968.8,978.3
SMU32000000000000001,Nevada,34.8,37.5,41.8,58.5,55.8,48.9,48.1,53.1,53.6,53.1,51.4,53.8,58.6,66.1,72,76.1,84.3,85.7,88.2,88.2,95.9,103.3,109.7,126.9,142.7,149.4,157.3,162,166.1,177.3,193.5,203.2,210.5,223.5,244.6,256,263.1,279.8,308.2,350.2,383.7,399.9,411.1,401.1,402.8,426,446.4,468.1,500.2,537.6,581,621,628.6,638.7,671.5,738.1,786.1,842.9,890.7,925.9,983,"1,026.9","1,051.4",1052,"1,088.3","1,152.7",1223,"1,279.6","1,292.5","1,263.6","1,148.3","1,117.8","1,125.7","1,144.8","1,175.7"
SMU33000000000000001,New Hampshire,147.7,148.8,163.6,161.7,150.3,148,148.9,163.4,170.3,174.6,165.7,170.3,177,177.9,177.9,177.1,183.6,187,188.9,187.7,196.1,200.7,201.9,207.9,208.8,212.8,220.8,235.2,244,251.8,259.2,258.5,259.9,278.5,297.8,300.3,292.8,313.4,337.1,359.7,378.5,385.4,394.6,394.4,409.5,441.6,466.1,490.1,512.8,529,529.1,508,482,486.9,502.4,523,539.6,553.5,570.1,588.9,605.7,621.9,627.1,618.2,617.7,627.2,636.5,643,648.1,649.6,628.4,624.8,628.4,634.8,640.1
SMU34000000000000001,New Jersey,"1,247.1","1,314.3","1,501.1","1,641.9","1,736.6","1,693.8","1,572.8","1,561.8","1,622.4","1,657.1","1,595.6","1,656.8","1,767.9","1,804.1","1,850.3","1,820.8","1,865.3","1,933.2","1,968.3","1,911.8","1,970.9","2,017.1","2,033.6","2,095.8","2,129.4","2,168.7","2,256.5","2,359.1","2,421.5","2,485.2","2,569.6","2,606.2","2,607.6","2,672.5","2,759.7",2783,"2,699.9","2,753.7","2,836.9","2,961.9","3,027.2","3,060.4","3,098.9","3,092.7","3,165.1","3,329.2","3,414.1","3,488.1","3,576.3",3651,"3,689.8","3,635.1","3,498.7","3,457.9",3493,"3,552.8","3,600.6","3,638.9","3,724.5","3,801.3","3,901.1","3,994.5","3,996.8","3,983.5","3,977.1","3,997.8","4,038.2","4,069.5","4,076.9","4,048.2","3,893.9","3,848.4","3,847.5","3,890.8","3,934.8"
SMU35000000000000001,New Mexico,79.5,83.9,91,98.5,99.8,101.2,105.9,115.1,122.7,134.3,140.9,151.7,161.1,171.4,179.4,175.3,182.9,197.8,210.3,220.7,233.5,236.3,236.2,242.6,248.6,255.7,262.5,271.7,272.6,276.6,287.5,292.6,305.7,327.5,346,360.2,370.2,390,415.4,444.3,461,465.4,475.5,473.6,479.5,502.7,520.2,525.9,529.3,547.5,562.2,580.4,585.4,601.5,626.2,657.3,682.4,694.6,708.5,720,729.7,744.8,757.2,766.1,775.6,790.4,808.7,832.2,843.7,846.8,812.4,803.1,803.2,806.7,811.3
SMU36000000000000001,New York,"4,130.9","4,324.7","4,735.4","4,997.7","5,226.1","5,182.8","5,061.3","5,324.8","5,518.2","5,596.1","5,472.5",5576,"5,755.4","5,827.7","5,935.7","5,828.3","5,917.2","6,092.6",6179,"6,027.2","6,128.1","6,181.9","6,157.7","6,261.4","6,273.7","6,370.7","6,518.7","6,709.5","6,858.3","7,001.7",7182,"7,156.5","7,011.4","7,038.5","7,132.2","7,077.1","6,829.9","6,789.5","6,857.6","7,044.5","7,179.4","7,207.1","7,287.3","7,254.6","7,313.3","7,570.4","7,751.3","7,907.9","8,059.4","8,186.9","8,246.8","8,203.2","7,877.8","7,721.5","7,751.1","7,822.8","7,883.7","7,930.5","8,059.1","8,228.9","8,448.2","8,627.7","8,584.3","8,451.5","8,399.4","8,454.5","8,526.7","8,608.2","8,723.9","8,782.6","8,545.6","8,556.8","8,678.1","8,797.9","8,908.5"
SMU37000000000000001,North Carolina,622.7,653.6,736.3,783.5,812.6,779.4,759.3,827.8,879.6,894.9,868.3,927.8,987.3,"1,006.4","1,023.7","1,011.9","1,059.4","1,099.2","1,101.4","1,108.8","1,163.7","1,195.5","1,209.1","1,258.5","1,298.6","1,353.7","1,431.2","1,534.3","1,600.9","1,678.6",1747,"1,782.8","1,813.5",1912,"2,018.1","2,048.2","1,979.8","2,082.8","2,170.6","2,277.5",2373,"2,380.1","2,391.6",2347,"2,419.3","2,565.2","2,651.2","2,744.1","2,862.6","2,986.6","3,073.9","3,127.1","3,081.3","3,144.9","3,246.7","3,354.5","3,453.8","3,538.2","3,654.4","3,759.4","3,849.3","3,915.1",3893,"3,835.1","3,786.9","3,833.8",3912,"4,037.3","4,141.3","4,130.7",3904,"3,869.6","3,916.6","3,986.3","4,056.9"
SMU38000000000000001,North Dakota,72.2,74.2,78.3,78.2,77.3,79.8,81.1,90.2,97.9,103.8,106.8,109.3,109.9,113.6,115.4,117.4,116.3,120.2,121.6,123.2,128.3,126.8,127.1,131.3,136.7,142.6,146.1,148.4,151.5,155.7,157.9,163.7,167.1,176.1,183.9,193.8,203.6,215,221.1,234,244.2,245.2,249.4,249.7,250.7,252.5,252,249.9,252.4,256.8,260.4,265.8,270.6,277.2,284.9,294.8,301.8,308.7,314.1,319.5,323.9,327.7,329.7,329.8,332.6,337.9,344.7,352.2,358.4,367.3,366.7,376,396.6,429,444.3
SMU39000000000000001,Ohio,"1,783.8","1,906.6","2,201.3","2,411.3",2607,2558,"2,417.9","2,532.1","2,708.3","2,785.5","2,654.9",2760,"2,953.4","3,005.7","3,150.3","3,028.4","3,128.9","3,219.7","3,230.6","3,007.2","3,112.5","3,147.3","3,044.3","3,099.2","3,145.2","3,216.3","3,364.3","3,537.3","3,619.8","3,750.8","3,887.3","3,880.7","3,839.6","3,938.3","4,112.9","4,169.4","4,016.2","4,094.6","4,230.1","4,394.9","4,484.8","4,367.4","4,317.7","4,124.3","4,092.5","4,260.2","4,372.9","4,471.5","4,582.6","4,700.6","4,817.5","4,882.3","4,818.6","4,847.7","4,918.3",5076,"5,221.1","5,296.4","5,392.5","5,482.1","5,563.6","5,624.7","5,542.6",5445,"5,397.7","5,408.4","5,426.7","5,435.4","5,426.3","5,359.5","5,068.6","5,030.5","5,097.4","5,189.6","5,252.4"
SMU40000000000000001,Oklahoma,326.3,332.4,358,411.5,447,435.7,424,412.2,437.3,462.8,465.9,476.9,504.3,526.5,535.3,531.4,550.9,563.4,564.4,555,569.2,577.1,582.1,596.7,606.7,619.3,642.5,676,699.6,720.4,748.2,762.5,774.4,812,851.9,886.9,899.7,931.1,971.6,"1,035.7",1088,"1,138.1","1,201.2","1,216.9","1,170.7","1,180.3","1,165.3","1,124.4","1,108.5","1,131.5","1,163.8","1,209.6","1,224.8","1,235.6","1,260.9","1,293.5","1,329.7","1,367.6","1,406.6","1,454.2","1,474.9","1,502.4","1,519.6","1,499.3",1471,"1,487.1","1,525.2","1,565.7","1,594.9","1,618.4","1,567.6",1556,"1,577.7","1,614.1","1,633.1"
SMU41000000000000001,Oregon,258.6,273,312.6,373,420,416.2,384.9,392.5,420,433.4,419.2,438,462,468.4,469,456.6,476.1,492.5,480.3,475.7,498.7,509.7,509.7,528.6,549.5,573.8,608.3,640.4,652.2,679.1,708.7,710.6,728.8,774.7,816.2,838.2,837.3,878.5,936.9,"1,009.2",1056,"1,044.5","1,018.7",961.1,966.7,"1,006.9",1030,"1,058.5","1,100.1","1,152.8","1,205.8","1,255.7","1,253.5","1,276.5","1,317.5","1,372.4","1,428.1","1,484.7","1,536.7","1,562.4","1,585.8","1,617.6","1,605.3","1,585.1","1,574.1","1,606.4","1,654.2","1,703.2",1731,"1,718.1","1,612.2","1,601.7","1,619.8","1,640.1","1,673.7"
SMU42000000000000001,Pennsylvania,"2,701.5","2,893.5","3,241.1","3,445.7","3,514.9","3,443.5","3,335.3","3,427.3","3,673.5","3,726.7","3,555.9","3,644.4","3,839.1","3,853.4","3,911.5","3,693.8","3,749.6","3,827.8","3,845.4","3,662.1","3,679.1","3,715.4","3,634.1","3,694.9","3,694.8","3,777.1","3,917.5","4,077.1","4,171.3","4,263.5","4,374.9","4,351.6","4,291.3",4400,"4,506.5","4,514.6","4,435.8","4,512.8","4,565.2","4,716.2","4,806.1","4,753.1","4,728.9","4,580.1","4,524.3","4,654.8","4,730.3","4,790.9","4,915.1","5,041.7","5,138.5","5,172.9","5,086.3","5,078.3","5,125.6","5,195.1","5,255.8","5,308.9","5,409.1","5,497.5","5,588.8",5694,"5,685.2","5,643.5",5614,"5,646.9","5,704.9","5,758.8","5,800.7","5,802.1",5618,"5,622.8","5,686.1","5,725.9","5,742.5"
SMU44000000000000001,Rhode Island,243.7,251.5,298.3,318.8,317.4,300.3,279,287.1,298,299.5,281.1,298.6,308.1,304.1,304.3,290.5,295,296.1,285,276.8,287,291.8,291.6,298.3,298,303.8,316.3,329.9,338.3,343,346.4,344,342.8,358.1,365.9,367,349.2,366.7,381.7,395.8,399.9,398.3,401.4,390.5,396.4,416.4,429.2,442.6,451.9,459.4,461.9,454,424.1,424.2,430,434.2,438.9,440.7,450,458,465.5,476.7,478.4,479.4,484.3,488.5,491,492.9,491.8,481,459.4,458,460.5,465.4,470.8
SMU45000000000000001,South Carolina,310.1,328.6,387.5,416.5,428.5,408.6,396,411.6,436.2,456.4,443.1,461.4,505.8,544.3,543.9,519.7,533,542.9,545,545.9,566.9,582.5,587,609.8,630.6,651.5,686,734.9,754.5,782.9,819.8,842,862.6,920.3,984,"1,015.8",982.6,"1,038.1","1,081.7","1,137.5",1176,"1,188.8","1,196.5","1,162.3",1189,"1,262.5","1,296.2",1338,"1,392.2",1449,"1,499.7","1,536.6","1,506.1","1,521.7","1,564.2","1,601.3","1,640.8","1,672.2","1,717.4","1,780.6",1828,"1,856.7","1,819.9","1,801.1","1,804.2",1830,"1,863.5","1,903.8","1,942.1","1,923.4","1,810.6","1,806.6","1,826.8","1,859.1","1,896.6"
SMU46000000000000001,South Dakota,85.9,89,92.5,100.7,94.8,92.9,94.9,101.4,110.8,116.5,117.7,120.1,121.6,123.9,126.1,127,129.8,134.4,133,134.3,139.2,142.8,148,154,152.7,152.3,155.6,160.1,163.9,167.9,173,175.4,179,189.9,199.1,206.6,209.3,218.6,226.6,236.6,241.3,238,236.1,230.2,235.3,247,249.4,251.9,256.9,266.1,276,288.5,296,307.8,317.7,330.6,341.9,347,353,360.2,370.2,377.9,378.7,377.5,378.4,383.7,390.1,398.6,406.5,411.4,403.7,403.2,407.5,414,417.1
SMU47000000000000001,Tennessee,475.3,494.1,568.8,626.6,683.1,708,682,676.4,716.8,753.8,722.1,759.3,805.9,826.5,852.6,842.2,867.6,886.7,886.8,875.1,907,925.4,934,969.4,"1,002.5","1,045.5","1,108.5","1,184.4","1,218.8",1264,"1,309.8","1,327.6","1,356.8","1,450.1","1,531.2","1,558.2","1,505.8","1,575.4","1,648.1",1737,"1,777.3","1,746.6","1,755.4","1,703.1",1719,"1,812.1","1,867.8","1,929.8","2,011.7","2,092.1","2,167.2",2196,"2,185.9","2,247.7","2,331.3",2426,"2,502.6","2,537.3","2,587.7","2,642.4","2,689.4","2,732.9","2,688.3","2,664.4","2,662.7","2,706.1","2,743.1","2,782.7","2,797.4","2,774.8","2,619.8","2,615.4","2,661.4",2714,"2,749.7"
SMU48000000000000001,Texas,"1,075.7","1,126.2","1,275.7","1,481.8","1,664.4","1,638.8","1,579.1","1,631.2","1,742.8","1,849.5","1,840.9","1,921.4","2,103.5","2,201.8","2,224.7","2,199.5","2,291.2","2,396.1","2,450.2","2,441.8","2,517.5","2,539.5","2,549.5","2,631.2","2,706.5",2808,"2,932.4","3,108.7","3,259.3","3,424.3","3,597.1",3625,"3,683.5","3,884.4","4,141.7","4,360.3","4,462.9","4,683.7","4,906.8","5,271.6","5,601.8","5,851.3",6180,"6,263.4","6,193.6","6,492.3","6,663.1","6,564.2","6,516.9","6,677.8",6840,"7,098.9","7,177.3","7,272.8","7,485.5","7,755.6","8,027.3","8,260.3","8,610.9","8,940.5","9,157.3","9,428.9","9,510.9","9,412.7","9,366.9","9,494.2","9,737.5","10,063.5","10,392.7","10,606.3","10,304.2","10,336.9","10,567.5",10875,"11,190.2"
SMU49000000000000001,Utah,110,115.1,131.9,170.9,189.4,173.1,168.9,168.5,178.1,183.5,183.6,189.1,207.4,214.4,217.2,211.8,223.9,234.1,240.4,240.6,251.7,263.1,272.1,286.1,293.7,293.2,299.8,317.4,326.6,335.1,348.2,356.9,369.3,393,414.8,434.1,440.3,462.8,488.7,525.4,548.4,550.8,558,560.9,567,601.2,624.4,634.1,640,660,691.1,723.6,745.3,768.7,809.8,859.7,907.6,954.4,993.5,"1,023.2","1,048.5","1,075.4","1,081.3","1,073.4","1,074.1","1,104.3",1148,"1,203.7","1,253.3","1,252.5","1,188.8","1,182.5","1,207.7","1,250.4","1,289.9"
SMU50000000000000001,Vermont,74.8,78,87.9,91.5,90.7,90.9,90.6,96.3,99,98.9,95.2,96.9,99.8,99.7,103.5,101.6,102.1,106,106,103.9,107.4,107.9,107.3,110.5,111.5,113.7,121.3,130.8,136.3,140.3,145.5,147.9,148.1,153.6,161.3,162.8,162,168.4,178.4,190.6,197.9,200.1,204.3,202.9,206.4,214.9,224.8,234.4,245.6,256.1,261.8,257.7,249.1,251.2,257.4,263.9,270.2,275.1,279.4,285,291.6,298.7,302.1,299.3,299.2,303,305.5,307.7,308.4,307.2,297.2,297.9,300.5,304.3,306
SMU51000000000000001,Virginia,539.8,573.7,677.3,785.2,788,748.7,728.3,745.5,772.1,785.9,775.5,805.4,869.4,898.2,903.3,880.3,912,955.5,971.9,967.1,"1,000.5","1,017.5","1,034.9","1,081.8","1,123.7",1163,"1,218.9","1,285.3","1,330.2",1385,"1,436.4","1,518.9","1,567.1","1,655.5","1,753.1","1,804.6","1,778.6","1,848.1","1,930.4","2,033.5",2115,2157,"2,160.8","2,146.4","2,206.9","2,333.3","2,454.7","2,557.7","2,680.4","2,772.5","2,861.9","2,894.4","2,829.5","2,849.4","2,920.3","3,005.3","3,071.8","3,138.3","3,234.7","3,323.2",3416,"3,520.5","3,523.5",3501,3504,3590,"3,670.3","3,735.6","3,772.8","3,775.5","3,653.2","3,649.3","3,695.1","3,736.9","3,763.9"
SMU53000000000000001,Washington,430.9,465.5,540.2,660.1,735.5,772.2,706.5,649.4,670.9,685.5,671.5,683.8,734.8,745.8,748.7,741.4,768,784.8,803.3,789.6,812.7,812.6,818.5,856.6,850.6,854.8,896.5,988.5,"1,045.3","1,099.3","1,120.2","1,079.3","1,064.4","1,100.1","1,152.2","1,199.1","1,225.7","1,282.9","1,366.9","1,485.4","1,581.2","1,608.3",1612,"1,568.6","1,586.2","1,659.6","1,710.4","1,769.9","1,851.8","1,941.9","2,048.2","2,147.5","2,181.9",2227,"2,266.5","2,315.9","2,360.5","2,430.1","2,535.5","2,620.7","2,678.4","2,744.9",2734,"2,692.7","2,700.5","2,738.4",2811,2893,"2,967.8","2,993.9","2,863.4","2,837.1","2,873.4","2,921.7",2987
SMU54000000000000001,West Virginia,373.4,399.5,438.6,473.7,466.7,458.9,460.8,482.8,519.6,550.9,523.1,524.3,537.5,526.4,513.1,475.4,480.5,502.3,508.5,470.3,465.1,460.1,448.1,447.5,449.9,460.9,476.6,495.2,503.6,508.4,512.3,516.5,520,540.5,561.6,572.4,574.7,596.3,611.5,633.1,658.6,645.9,628.5,607.8,582.4,596.6,597.2,597.5,599,609.8,614.7,629.7,628.4,639.3,651.9,673.9,687.3,698,707.3,718.5,725.3,735.1,734.6,732.4,726.9,737.1,745.8,756.3,757.8,762.4,745.9,747.5,755,765.1,763.1
SMU55000000000000001,Wisconsin,666.8,694.6,776.1,845.2,886.8,901.8,896.5,928.9,985.9,"1,014.7",986.8,"1,022.1","1,071.2",1080,"1,097.3","1,069.6","1,108.1","1,146.9",1152,"1,114.9",1166,"1,191.9","1,179.9","1,207.2","1,233.5","1,270.9","1,331.7","1,394.1","1,430.5","1,472.1","1,525.1","1,530.4","1,525.4","1,580.8","1,660.5","1,703.4","1,676.8","1,725.9","1,798.9",1887,"1,960.2","1,938.1","1,923.2","1,866.7","1,867.3","1,949.2","1,983.1","2,023.9","2,089.6","2,168.5","2,236.4","2,291.5","2,302.1","2,357.9","2,412.7","2,490.7","2,558.6","2,600.6","2,655.8",2718,2784,"2,833.8","2,813.9",2782,"2,773.8","2,804.5","2,838.3","2,861.5","2,878.3",2871,"2,744.1","2,728.7","2,758.6","2,789.4","2,818.1"
SMU56000000000000001,Wyoming,54.3,55.6,60.6,62.9,64.8,65,65,67.3,73.1,79.3,78.7,80.2,82.9,85.7,87.2,85.4,85.5,87.3,88,88.3,92.3,96.5,96.4,95.6,96.2,97.2,96.7,97.2,99,102.9,107,108.4,111.1,117.3,126.1,136.5,146,156.6,170.6,187.4,200.7,210.2,223.5,217.7,202.5,204.3,206.9,196.3,183.1,189,192.8,198.5,203.1,205.6,210.4,216.9,219.4,221.2,224.6,228.3,233.1,239.4,245.4,247.9,250,255.4,263.9,277.3,288.8,297.5,285.2,281.8,286.2,289.4,290.5